activity,ax,ay,az,gx,gy,gz
lying , 9.6977 , -1.1248 , -0.5931 , -0.0045 , -0.003 , -0.0017
lying , 9.669 , -1.1392 , -0.4901 , -0.0029 , -0.0179 , -0.0001
lying , 9.5995 , -1.1535 , -0.6673 , -0.0072 , 0.0013 , -0.0038
lying , 9.6738 , -1.1248 , -0.4302 , 0.0008 , 0.0098 , 0.0068
lying , 9.657 , -1.132 , -0.5356 , -0.004 , -0.0061 , -0.0023
lying , 9.6331 , -1.1272 , -0.6961 , 0.0008 , -0.003 , 0.0052
lying , 9.6738 , -1.1559 , -0.6673 , 0.0003 , 0.0024 , -0.0028
lying , 9.6642 , -1.1176 , -0.5476 , -0.0024 , -0.0008 , 0.002
lying , 9.7049 , -1.12 , -0.5476 , -0.0019 , -0.0115 , 0.0009
lying , 9.6259 , -1.1248 , -0.732 , 0.0008 , 0.0205 , 0.0041
lying , 9.6786 , -1.1607 , -0.4925 , -0.0045 , -0.0109 , -0.0007
lying , 9.6187 , -1.1008 , -0.5763 , 0.0008 , -0.0056 , -0.0023
lying , 9.6283 , -1.1128 , -0.5308 , 0.0013 , -0.0072 , -0.0001
lying , 9.6067 , -1.1008 , -0.6027 , 0.0003 , 0.004 , -0.0017
lying , 9.645 , -1.12 , -0.72 , 0.0029 , -0.0077 , -0.0065
lying , 9.6307 , -1.1368 , -0.4997 , -0.0067 , 0.0093 , 0.0004
lying , 9.6953 , -1.1272 , -0.6098 , -0.0019 , -0.0189 , 0.0025
lying , 9.6522 , -1.1248 , -0.6386 , -0.0003 , -0.0083 , 0.0031
lying , 9.6905 , -1.1535 , -0.5308 , 0.0013 , 0.0061 , -0.0007
lying , 9.657 , -1.1056 , -0.5907 , -0.0019 , -0.0125 , 0.0063
lying , 9.681 , -1.1224 , -0.5524 , 0.0019 , 0.0056 , -0.0038
lying , 9.6474 , -1.12 , -0.5068 , -0.0029 , -0.0291 , 0.0031
lying , 9.6402 , -1.1416 , -0.5188 , -0.0051 , -0.0333 , 0.0009
lying , 9.6594 , -1.0841 , -0.6625 , -0.0024 , 0.037 , -0.007
lying , 9.6714 , -1.1272 , -0.4733 , -0.0019 , 0.005 , -0.0007
lying , 9.681 , -1.1368 , -0.6602 , -0.0045 , 0.0375 , 0.0063
lying , 9.657 , -1.1128 , -0.5667 , -0.0019 , 0.0066 , -0.0017
lying , 9.6714 , -1.1344 , -0.4805 , -0.0003 , 0.0045 , -0.0044
lying , 9.6211 , -1.1607 , -0.732 , -0.0072 , 0.0253 , 0.0031
lying , 9.6642 , -1.132 , -0.4062 , 0.0003 , 0.0104 , 0.0004
lying , 9.7241 , -1.1344 , -0.4541 , -0.0024 , -0.0072 , -0.0001
lying , 9.6402 , -1.1344 , -0.7033 , 0.0013 , 0.0077 , 0.0063
lying , 9.6618 , -1.1272 , -0.5667 , -0.0013 , 0.0088 , -0.0023
lying , 9.6642 , -1.144 , -0.6721 , 0.0019 , 0.0061 , -0.0001
lying , 9.6666 , -1.0913 , -0.5571 , 0.0013 , 0.0045 , 0.0041
lying , 9.6618 , -1.1631 , -0.6146 , -0.0051 , -0.0136 , -0.0038
lying , 9.6331 , -1.1368 , -0.5643 , -0.0008 , -0.004 , 0.0031
lying , 9.5923 , -1.1176 , -0.5931 , -0.0029 , 0.0013 , 0.0057
lying , 9.6283 , -1.1511 , -0.5763 , 0.004 , 0.0184 , -0.006
lying , 9.6235 , -1.1511 , -0.6051 , 0.0003 , 0.0056 , 0.002
lying , 9.657 , -1.0793 , -0.5931 , 0.0024 , 0.0008 , -0.0023
lying , 9.6498 , -1.0961 , -0.5811 , -0.0024 , -0.0243 , 0.0052
lying , 9.6905 , -1.1392 , -0.6003 , -0.0024 , 0.0013 , -0.0038
lying , 9.6283 , -1.0793 , -0.6218 , -0.0008 , -0.0067 , 0.0041
lying , 9.6402 , -1.1631 , -0.5859 , 0.0003 , 0.0269 , 0.002
lying , 9.6618 , -1.0793 , -0.4565 , 0.0024 , -0.0003 , -0.0007
lying , 9.6618 , -1.1344 , -0.6242 , -0.0029 , -0.003 , -0.0012
lying , 9.5923 , -1.1823 , -0.5739 , -0.004 , -0.0115 , -0.0017
lying , 9.6474 , -1.1176 , -0.7368 , -0.0093 , 0.0045 , -0.0001
lying , 9.6283 , -1.1056 , -0.6554 , -0.0077 , 0.013 , 0.0025
lying , 9.6259 , -1.1464 , -0.5548 , 0.0019 , 0.0066 , -0.0023
lying , 9.6378 , -1.1152 , -0.5619 , -0.0045 , -0.0083 , 0.0041
lying , 9.669 , -1.1104 , -0.6697 , 0.0003 , -0.0051 , 0.0025
lying , 9.7121 , -1.1128 , -0.6338 , 0.0056 , 0.0114 , 0.0057
lying , 9.6762 , -1.1607 , -0.6098 , 0.0029 , 0.0018 , -0.0038
lying , 9.6426 , -1.1775 , -0.7009 , -0.0003 , 0.0093 , 0.0047
lying , 9.6402 , -1.132 , -0.7272 , -0.0029 , 0.0045 , -0.0033
lying , 9.6858 , -1.1272 , -0.6602 , 0.0013 , -0.02 , 0.0047
lying , 9.645 , -1.1224 , -0.5811 , -0.0008 , 0.005 , -0.0028
lying , 9.6738 , -1.1272 , -0.5667 , -0.0008 , 0.0104 , 0.0041
lying , 9.6259 , -1.1152 , -0.7296 , -0.0003 , -0.003 , -0.0012
lying , 9.6738 , -1.1008 , -0.6075 , 0.0013 , 0.0125 , 0.0063
lying , 9.6522 , -1.0841 , -0.7224 , -0.0013 , -0.003 , -0.0012
lying , 9.6858 , -1.1176 , -0.5452 , 0.0019 , 0.0008 , -0.0007
lying , 9.6834 , -1.0697 , -0.7296 , -0.0045 , 0.0034 , -0.0007
lying , 9.6498 , -1.1248 , -0.6386 , 0.0019 , 0.0029 , -0.0017
lying , 9.6498 , -1.144 , -0.5571 , 0.0013 , 0.0034 , 0.0004
lying , 9.6594 , -1.1464 , -0.7176 , 0.0003 , -0.0014 , 0.0105
lying , 9.6858 , -1.1032 , -0.7799 , 0.0013 , -0.0035 , -0.0044
lying , 9.6905 , -1.1032 , -0.6602 , 0.0045 , -0.0083 , -0.0033
lying , 9.7001 , -1.1128 , -0.5739 , -0.0008 , -0.0051 , 0.0004
lying , 9.6546 , -1.1176 , -0.5979 , -0.0013 , 0.0002 , -0.0038
lying , 9.6139 , -1.1008 , -0.6362 , -0.0013 , 0.0029 , -0.0007
lying , 9.657 , -1.1631 , -0.6721 , -0.0013 , -0.0221 , -0.0012
lying , 9.6283 , -1.1176 , -0.8614 , -0.0051 , 0.0002 , 0.0031
lying , 9.6642 , -1.1368 , -0.6362 , 0.0008 , -0.012 , -0.0001
lying , 9.6283 , -1.1703 , -0.538 , -0.0003 , 0.0018 , 0.0084
lying , 9.6378 , -1.1344 , -0.6362 , 0.0003 , 0.0018 , -0.0028
lying , 9.6905 , -1.1176 , -0.6554 , -0.0003 , -0.0227 , 0.002
lying , 9.6474 , -1.0984 , -0.6075 , 0.0003 , -0.0115 , 0.0015
lying , 9.6594 , -1.1464 , -0.617 , 0.0008 , -0.0141 , 0.0041
lying , 9.6474 , -1.1488 , -0.5955 , 0.0008 , -0.0061 , 0.0004
lying , 9.657 , -1.1535 , -0.6649 , 0.0003 , 0.0018 , -0.0007
lying , 9.6139 , -1.1176 , -0.6625 , 0.0013 , 0.0184 , -0.0017
lying , 9.6666 , -1.1104 , -0.6003 , -0.0024 , -0.0205 , -0.0017
lying , 9.6498 , -1.0913 , -0.7488 , -0.0035 , 0.0173 , -0.0001
lying , 9.6115 , -1.0889 , -0.6458 , -0.004 , -0.0125 , -0.0065
lying , 9.6163 , -1.1847 , -0.6338 , -0.0029 , 0.0072 , 0.0025
lying , 9.6187 , -1.1128 , -0.6146 , -0.0029 , 0.0024 , -0.0065
lying , 9.6498 , -1.1368 , -0.7224 , 0.0019 , -0.0216 , -0.0017
lying , 9.6139 , -1.1056 , -0.7488 , -0.0013 , 0.0029 , -0.0012
lying , 9.6786 , -1.1248 , -0.6434 , 0.0003 , -0.0317 , -0.0007
lying , 9.7073 , -1.0745 , -0.7488 , -0.0035 , 0.0029 , 0.0004
lying , 9.6522 , -1.132 , -0.5907 , -0.0003 , -0.0221 , -0.0044
lying , 9.6498 , -1.1272 , -0.6554 , -0.0035 , -0.0104 , 0.0025
lying , 9.645 , -1.1272 , -0.7033 , -0.0035 , -0.0221 , -0.0038
lying , 9.7456 , -1.1104 , -0.5979 , -0.0024 , -0.0248 , -0.0023
lying , 9.6522 , -1.0937 , -0.7656 , -0.0008 , 0.0173 , -0.0054
lying , 9.6259 , -1.1248 , -0.7248 , 0.0061 , 0.0082 , -0.0012
lying , 9.6187 , -1.1488 , -0.6841 , 0.0035 , 0.0109 , -0.0007
lying , 9.6738 , -1.144 , -0.7464 , -0.0029 , 0.0098 , 0.0004
lying , 9.6522 , -1.1416 , -0.7632 , -0.0029 , 0.0008 , -0.0001
lying , 9.6474 , -1.1775 , -0.6554 , 0.0008 , -0.0168 , 0.0041
lying , 9.6378 , -1.1368 , -0.7536 , -0.0003 , -0.0003 , -0.0033
lying , 9.6522 , -1.1128 , -0.871 , -0.0003 , -0.0003 , 0.0047
lying , 9.6858 , -1.1392 , -0.6673 , 0.0003 , 0.005 , -0.0007
lying , 9.6355 , -1.1727 , -0.6051 , -0.0019 , -0.0083 , -0.0054
lying , 9.5923 , -1.12 , -0.7224 , -0.0029 , 0.0098 , 0.0015
lying , 9.6929 , -1.1344 , -0.5931 , 0.0003 , -0.0147 , 0.0004
lying , 9.6594 , -1.132 , -0.6266 , -0.0029 , -0.004 , -0.0023
lying , 9.6402 , -1.1272 , -0.6362 , 0.0003 , 0.0008 , -0.0007
lying , 9.6307 , -1.1056 , -0.5979 , -0.0024 , -0.0035 , -0.0007
lying , 9.6522 , -1.1679 , -0.6338 , -0.0008 , 0.0162 , 0.0004
lying , 9.6498 , -1.1511 , -0.6098 , 0.0013 , 0.0056 , 0.0015
lying , 9.6498 , -1.1535 , -0.6745 , 0.0003 , -0.0045 , -0.0028
lying , 9.6953 , -1.1128 , -0.6721 , -0.0024 , 0.0045 , -0.0017
lying , 9.6786 , -1.0913 , -0.7033 , 0.0029 , -0.0008 , 0.0025
lying , 9.6642 , -1.108 , -0.6194 , -0.0008 , -0.0125 , 0.002
lying , 9.681 , -1.1416 , -0.5835 , 0.0003 , 0.0045 , 0.0009
lying , 9.6115 , -1.1488 , -0.6458 , 0.0013 , -0.0157 , 0.0041
lying , 9.5995 , -1.1559 , -0.6865 , -0.0093 , -0.0253 , -0.0028
lying , 9.6474 , -1.1392 , -0.7272 , -0.0035 , -0.0035 , -0.0044
lying , 9.7025 , -1.12 , -0.7033 , -0.004 , -0.0115 , -0.0023
lying , 9.6259 , -1.1679 , -0.617 , 0.0008 , -0.0168 , 0.0052
lying , 9.6714 , -1.1152 , -0.5356 , -0.0056 , -0.0067 , -0.0017
lying , 9.6786 , -1.0984 , -0.6314 , -0.0056 , 0.005 , -0.0023
lying , 9.6139 , -1.1224 , -0.7536 , -0.0051 , -0.0115 , -0.0145
lying , 9.6834 , -1.1224 , -0.5116 , -0.004 , 0.0114 , -0.0038
lying , 9.6786 , -1.1152 , -0.5524 , -0.0067 , -0.0093 , -0.0044
lying , 9.6043 , -1.12 , -0.7703 , 0.0045 , -0.0019 , 0.0025
lying , 9.6355 , -1.1775 , -0.5931 , 0.0003 , -0.0157 , -0.0012
lying , 9.681 , -1.1344 , -0.6051 , -0.0008 , -0.0136 , -0.0038
lying , 9.6762 , -1.0817 , -0.6602 , 0.0013 , -0.0051 , 0.0009
lying , 9.6163 , -1.0553 , -0.5955 , 0.0003 , 0.0034 , 0.0015
lying , 9.6019 , -1.1272 , -0.6625 , -0.0029 , -0.0019 , -0.0065
lying , 9.6762 , -1.132 , -0.6554 , -0.0008 , 0.0045 , 0.0004
lying , 9.6666 , -1.1128 , -0.6458 , -0.0029 , 0.005 , -0.0038
lying , 9.6402 , -1.0889 , -0.629 , -0.0035 , -0.0014 , -0.006
lying , 9.6834 , -1.108 , -0.6314 , -0.0045 , 0.0247 , -0.0044
lying , 9.6714 , -1.0769 , -0.5763 , -0.0029 , 0.0077 , 0.0025
lying , 9.6834 , -1.0889 , -0.7176 , -0.0045 , 0.013 , -0.0001
lying , 9.681 , -1.0601 , -0.8494 , -0.0045 , -0.0179 , -0.0012
lying , 9.6642 , -1.1152 , -0.8159 , -0.0019 , -0.0061 , 0.0116
lying , 9.6474 , -1.1056 , -0.756 , 0.0019 , -0.0024 , 0.0025
lying , 9.6211 , -1.108 , -0.6865 , 0.0008 , -0.0104 , 0.0009
lying , 9.6355 , -1.0601 , -0.6506 , 0.0008 , -0.0088 , 0.0079
lying , 9.6929 , -1.1128 , -0.7272 , -0.0019 , 0.0061 , -0.0001
lying , 9.5828 , -1.0697 , -0.7967 , 0.0008 , 0.0013 , 0.0009
lying , 9.6235 , -1.0625 , -0.6793 , -0.0008 , 0.0104 , 0.0004
lying , 9.5995 , -1.0673 , -0.6769 , -0.0045 , 0.0168 , 0.0036
lying , 9.6283 , -1.0721 , -0.6697 , -0.0029 , 0.0109 , -0.0001
lying , 9.645 , -1.1056 , -0.6602 , 0.0013 , -0.0035 , 0.0031
lying , 9.6474 , -1.0937 , -0.7224 , 0.0013 , 0.0013 , 0.0063
lying , 9.6331 , -1.0865 , -0.8398 , 0.0024 , -0.0072 , -0.0001
lying , 9.6618 , -1.0625 , -0.7895 , 0.0029 , -0.0093 , 0.0063
lying , 9.6618 , -1.108 , -0.6673 , -0.0003 , -0.0125 , 0.0009
lying , 9.6594 , -1.108 , -0.6913 , -0.0013 , 0.0114 , -0.0023
lying , 9.6402 , -1.0889 , -0.6098 , 0.0008 , 0.0125 , 0.002
lying , 9.6043 , -1.1464 , -0.6817 , -0.0008 , 0.012 , 0.0025
lying , 9.6402 , -1.1008 , -0.6434 , 0.0008 , 0.004 , -0.0044
lying , 9.6522 , -1.1607 , -0.7512 , -0.0056 , -0.0147 , 0.01
lying , 9.6331 , -1.132 , -0.8326 , -0.0003 , -0.0136 , 0.0004
lying , 9.6307 , -1.0913 , -0.6817 , -0.0008 , 0.0002 , 0.0009
lying , 9.6426 , -1.1008 , -0.7536 , -0.0013 , -0.0019 , -0.0028
lying , 9.657 , -1.0817 , -0.6649 , 0.0013 , -0.0136 , -0.0001
lying , 9.6187 , -1.0649 , -0.7105 , 0.0013 , 0.0024 , 0.0031
lying , 9.6498 , -1.0841 , -0.6075 , 0.0029 , -0.0014 , 0.0015
lying , 9.6331 , -1.132 , -0.7584 , -0.0019 , -0.012 , -0.0033
lying , 9.6666 , -1.1128 , -0.6841 , 0.0008 , -0.0051 , 0.0068
lying , 9.5995 , -1.1104 , -0.6865 , -0.0061 , 0.0184 , -0.0038
lying , 9.6307 , -1.1583 , -0.6745 , -0.0035 , 0.0077 , 0.0031
lying , 9.6355 , -1.1032 , -0.6218 , -0.0051 , -0.0051 , -0.0012
lying , 9.6834 , -1.0865 , -0.641 , 0.0013 , -0.0056 , 0.0031
lying , 9.6139 , -1.1032 , -0.7416 , 0.0013 , 0.0045 , 0.0004
lying , 9.6594 , -1.1176 , -0.6889 , 0.0003 , -0.0008 , -0.0012
lying , 9.6546 , -1.1104 , -0.7057 , 0.0013 , -0.0019 , 0.0015
lying , 9.6714 , -1.0769 , -0.6482 , -0.0003 , 0.0162 , -0.0001
lying , 9.669 , -1.1128 , -0.7512 , -0.0008 , 0.0168 , 0.002
lying , 9.6139 , -1.108 , -0.7392 , 0.0029 , -0.0157 , -0.006
lying , 9.6283 , -1.1008 , -0.7392 , 0.0024 , 0.0013 , 0.0079
lying , 9.6307 , -1.12 , -0.6602 , -0.0008 , -0.0189 , -0.0038
lying , 9.6331 , -1.1655 , -0.7176 , -0.0024 , 0.0056 , 0.0009
lying , 9.5899 , -1.1104 , -0.7368 , 0.0029 , 0.0013 , -0.0028
lying , 9.6905 , -1.1272 , -0.7105 , 0.004 , -0.0061 , 0.0079
lying , 9.6953 , -1.0961 , -0.5667 , -0.0019 , -0.0088 , -0.0038
lying , 9.6067 , -1.1272 , -0.8326 , -0.0035 , -0.0003 , 0.0057
lying , 9.6522 , -1.1056 , -0.7488 , -0.0013 , 0.0002 , 0.0015
lying , 9.6378 , -1.1056 , -0.7775 , 0.0035 , -0.0275 , -0.0017
lying , 9.6187 , -1.1056 , -0.7033 , 0.0003 , 0.0061 , 0.0025
lying , 9.6858 , -1.108 , -0.6266 , 0.0029 , -0.0014 , 0.0036
lying , 9.6522 , -1.0913 , -0.7296 , -0.0008 , -0.0045 , -0.0001
lying , 9.6498 , -1.0913 , -0.7296 , -0.004 , -0.0051 , -0.0028
lying , 9.669 , -1.1224 , -0.6242 , -0.004 , -0.0131 , -0.0044
lying , 9.6307 , -1.1296 , -0.6075 , -0.0019 , -0.0099 , -0.0017
lying , 9.5923 , -1.0865 , -0.6793 , 0.004 , 0.0072 , 0.0047
lying , 9.657 , -1.0793 , -0.6889 , -0.0003 , -0.0179 , 0.0015
lying , 9.6378 , -1.108 , -0.6434 , 0.0008 , 0.0066 , 0.0004
lying , 9.5923 , -1.0673 , -0.6865 , 0.0003 , 0.0157 , -0.0023
lying , 9.6043 , -1.0793 , -0.6554 , -0.0008 , -0.0136 , -0.0033
lying , 9.6618 , -1.0937 , -0.6338 , -0.0003 , 0.0018 , 0.0036
lying , 9.6402 , -1.1104 , -0.6865 , 0.0013 , 0.0141 , -0.0001
lying , 9.681 , -1.108 , -0.6721 , -0.0035 , -0.0056 , 0.0025
lying , 9.6594 , -1.0793 , -0.6146 , 0.0035 , 0.0136 , 0.0036
lying , 9.6307 , -1.1056 , -0.7129 , 0.0003 , -0.0136 , 0.0031
lying , 9.6642 , -1.0769 , -0.6841 , 0.0029 , 0.0024 , -0.0007
lying , 9.5732 , -1.1128 , -0.756 , 0.0019 , -0.0131 , -0.0028
lying , 9.6331 , -1.1104 , -0.641 , 0.0008 , -0.0024 , 0.0025
lying , 9.6235 , -1.1056 , -0.7727 , 0.0024 , 0.0045 , 0.0036
lying , 9.6522 , -1.1104 , -0.6745 , 0.0003 , 0.013 , 0.0057
lying , 9.6546 , -1.1416 , -0.7488 , 0.0013 , -0.004 , -0.0017
lying , 9.6474 , -1.0984 , -0.6817 , -0.0061 , -0.0056 , 0.0073
lying , 9.6882 , -1.108 , -0.7847 , -0.0019 , -0.003 , -0.0113
lying , 9.645 , -1.1272 , -0.6266 , 0.004 , 0.0018 , 0.0063
lying , 9.657 , -1.1344 , -0.7416 , -0.0061 , 0.0045 , 0.0009
lying , 9.6474 , -1.0745 , -0.7536 , -0.0019 , -0.0136 , -0.006
lying , 9.6714 , -1.1248 , -0.6913 , -0.0008 , -0.0131 , 0.0025
lying , 9.6714 , -1.1176 , -0.8446 , -0.0013 , 0.004 , 0.0057
lying , 9.6259 , -1.1464 , -0.6865 , -0.0013 , 0.0173 , -0.0007
lying , 9.6355 , -1.1488 , -0.7081 , -0.0003 , 0.0056 , 0.0057
lying , 9.6714 , -1.0913 , -0.6338 , 0.0013 , -0.0056 , -0.0033
lying , 9.6019 , -1.1248 , -0.6937 , 0.0035 , -0.0045 , 0.0015
lying , 9.6091 , -1.0577 , -0.7823 , -0.0035 , -0.0109 , -0.0044
lying , 9.6115 , -1.1032 , -0.7823 , -0.0019 , -0.0024 , -0.0017
lying , 9.6139 , -1.132 , -0.7943 , -0.0029 , -0.0115 , -0.0049
lying , 9.6163 , -1.12 , -0.8997 , -0.0019 , 0.0194 , 0.0025
